1.535156250000000000e+00,2.927734375000000000e+00,4.597656250000000000e+00,6.439453125000000000e+00,8.513671875000000000e+00,1.053320312500000000e+01,1.263085937500000000e+01,1.498632812500000000e+01,1.735742187500000000e+01,1.972460937500000000e+01,2.203125000000000000e+01,2.436523437500000000e+01,2.659375000000000000e+01,2.872460937500000000e+01,3.041113281250000000e+01,3.165429687500000000e+01,3.267871093750000000e+01,3.382031250000000000e+01,3.529394531250000000e+01,3.683300781250000000e+01,3.810156250000000000e+01,3.989453125000000000e+01,4.210351562500000000e+01,4.408886718750000000e+01,4.607226562500000000e+01,4.802734375000000000e+01,5.004687500000000000e+01,5.212304687500000000e+01,5.418750000000000000e+01,5.629882812500000000e+01,5.833789062500000000e+01,6.048046875000000000e+01,6.251562500000000000e+01,6.459570312500000000e+01,6.661914062500000000e+01,6.861914062500000000e+01,7.053417968750000000e+01,7.250000000000000000e+01,7.451953125000000000e+01,7.651464843750000000e+01,7.798242187500000000e+01,7.925781250000000000e+01,8.090136718750000000e+01,8.245898437500000000e+01,8.400488281250000000e+01,8.568261718750000000e+01,8.740722656250000000e+01,8.919531250000000000e+01,9.126562500000000000e+01,9.305664062500000000e+01,9.498632812500000000e+01,9.687695312500000000e+01,9.870800781250000000e+01,1.005332031250000000e+02,1.026503906250000000e+02,1.051250000000000000e+02,1.077460937500000000e+02,1.100136718750000000e+02,1.122558593750000000e+02,1.143867187500000000e+02,1.164804687500000000e+02,1.185878906250000000e+02,1.206562500000000000e+02,1.228417968750000000e+02,1.251816406250000000e+02,1.272480468750000000e+02,1.293320312500000000e+02,1.313769531250000000e+02,1.333105468750000000e+02,1.352832031250000000e+02,1.372099609375000000e+02,1.391718750000000000e+02,1.412031250000000000e+02,1.433281250000000000e+02,1.456191406250000000e+02,1.478750000000000000e+02,1.499785156250000000e+02,1.518056640625000000e+02,1.533759765625000000e+02,1.546953125000000000e+02,1.561464843750000000e+02,1.569887695312500000e+02,1.577412109375000000e+02
3.073242187500000000e+00,4.463867187500000000e+00,6.228515625000000000e+00,8.060546875000000000e+00,1.016601562500000000e+01,1.220507812500000000e+01,1.427343750000000000e+01,1.659179687500000000e+01,1.894921875000000000e+01,2.132031250000000000e+01,2.362890625000000000e+01,2.596484375000000000e+01,2.825195312500000000e+01,3.051562500000000000e+01,3.228808593750000000e+01,3.316699218750000000e+01,3.385156250000000000e+01,3.490136718750000000e+01,3.592187500000000000e+01,3.705371093750000000e+01,3.809667968750000000e+01,3.969042968750000000e+01,4.167382812500000000e+01,4.339257812500000000e+01,4.506835937500000000e+01,4.668359375000000000e+01,4.838183593750000000e+01,5.012988281250000000e+01,5.186523437500000000e+01,5.362792968750000000e+01,5.531835937500000000e+01,5.709960937500000000e+01,5.878613281250000000e+01,6.052539062500000000e+01,6.219921875000000000e+01,6.388964843750000000e+01,6.555957031250000000e+01,6.726953125000000000e+01,6.904882812500000000e+01,7.077343750000000000e+01,7.217187500000000000e+01,7.369140625000000000e+01,7.564355468750000000e+01,7.751855468750000000e+01,7.938378906250000000e+01,8.133007812500000000e+01,8.332226562500000000e+01,8.537109375000000000e+01,8.765429687500000000e+01,8.968359375000000000e+01,9.180664062500000000e+01,9.392578125000000000e+01,9.594335937500000000e+01,9.781835937500000000e+01,9.980859375000000000e+01,1.020976562500000000e+02,1.044921875000000000e+02,1.065644531250000000e+02,1.086601562500000000e+02,1.106562500000000000e+02,1.126279296875000000e+02,1.145937500000000000e+02,1.164941406250000000e+02,1.184667968750000000e+02,1.205468750000000000e+02,1.223212890625000000e+02,1.240927734375000000e+02,1.258251953125000000e+02,1.274335937500000000e+02,1.290771484375000000e+02,1.307011718750000000e+02,1.323574218750000000e+02,1.340957031250000000e+02,1.359228515625000000e+02,1.379384765625000000e+02,1.399355468750000000e+02,1.418232421875000000e+02,1.434404296875000000e+02,1.449169921875000000e+02,1.459990234375000000e+02,1.472031250000000000e+02,1.480083007812500000e+02,1.487885742187500000e+02
4.666015625000000000e+00,6.046875000000000000e+00,7.839843750000000000e+00,9.700195312500000000e+00,1.184082031250000000e+01,1.390917968750000000e+01,1.600488281250000000e+01,1.838378906250000000e+01,2.079785156250000000e+01,2.321777343750000000e+01,2.556738281250000000e+01,2.793652343750000000e+01,3.025097656250000000e+01,3.254785156250000000e+01,3.419238281250000000e+01,3.474707031250000000e+01,3.510449218750000000e+01,3.605078125000000000e+01,3.682714843750000000e+01,3.793261718750000000e+01,3.887255859375000000e+01,4.043115234375000000e+01,4.238818359375000000e+01,4.410791015625000000e+01,4.580517578125000000e+01,4.745849609375000000e+01,4.919482421875000000e+01,5.097314453125000000e+01,5.273193359375000000e+01,5.451513671875000000e+01,5.622998046875000000e+01,5.803466796875000000e+01,5.975146484375000000e+01,6.152001953125000000e+01,6.322705078125000000e+01,6.494287109375000000e+01,6.662060546875000000e+01,6.830810546875000000e+01,7.001806640625000000e+01,7.170458984375000000e+01,7.306787109375000000e+01,7.466259765625000000e+01,7.667041015625000000e+01,7.865185546875000000e+01,8.058544921875000000e+01,8.261279296875000000e+01,8.466943359375000000e+01,8.679052734375000000e+01,8.912841796875000000e+01,9.122216796875000000e+01,9.339013671875000000e+01,9.557763671875000000e+01,9.763232421875000000e+01,9.954736328125000000e+01,1.015434570312500000e+02,1.038579101562500000e+02,1.062641601562500000e+02,1.083266601562500000e+02,1.104223632812500000e+02,1.124174804687500000e+02,1.143833007812500000e+02,1.163178710937500000e+02,1.181743164062500000e+02,1.201137695312500000e+02,1.222055664062500000e+02,1.240112304687500000e+02,1.258129882812500000e+02,1.275864257812500000e+02,1.290839843750000000e+02,1.307617187500000000e+02,1.323681640625000000e+02,1.340546875000000000e+02,1.358291015625000000e+02,1.376767578125000000e+02,1.396962890625000000e+02,1.416923828125000000e+02,1.435654296875000000e+02,1.450498046875000000e+02,1.464296875000000000e+02,1.470732421875000000e+02,1.483056640625000000e+02,1.489116210937500000e+02,1.496552734375000000e+02
6.463867187500000000e+00,7.807617187500000000e+00,9.800781250000000000e+00,1.174707031250000000e+01,1.403808593750000000e+01,1.611425781250000000e+01,1.820605468750000000e+01,2.051464843750000000e+01,2.286035156250000000e+01,2.518652343750000000e+01,2.744824218750000000e+01,2.971582031250000000e+01,3.188183593750000000e+01,3.404199218750000000e+01,3.595898437500000000e+01,3.644628906250000000e+01,3.649218750000000000e+01,3.704199218750000000e+01,3.761132812500000000e+01,3.847070312500000000e+01,3.923095703125000000e+01,4.084716796875000000e+01,4.279833984375000000e+01,4.450732421875000000e+01,4.616357421875000000e+01,4.777099609375000000e+01,4.944873046875000000e+01,5.116259765625000000e+01,5.289111328125000000e+01,5.464990234375000000e+01,5.634521484375000000e+01,5.811865234375000000e+01,5.981591796875000000e+01,6.152099609375000000e+01,6.315966796875000000e+01,6.484326171875000000e+01,6.653564453125000000e+01,6.823193359375000000e+01,6.993408203125000000e+01,7.166162109375000000e+01,7.309814453125000000e+01,7.475341796875000000e+01,7.677294921875000000e+01,7.871435546875000000e+01,8.060498046875000000e+01,8.256103515625000000e+01,8.450146484375000000e+01,8.652294921875000000e+01,8.867919921875000000e+01,9.062451171875000000e+01,9.258349609375000000e+01,9.459912109375000000e+01,9.645458984375000000e+01,9.820068359375000000e+01,1.000473632812500000e+02,1.022114257812500000e+02,1.045043945312500000e+02,1.065903320312500000e+02,1.087485351562500000e+02,1.107915039062500000e+02,1.128168945312500000e+02,1.148012695312500000e+02,1.167290039062500000e+02,1.187407226562500000e+02,1.209262695312500000e+02,1.228071289062500000e+02,1.246791992187500000e+02,1.265366210937500000e+02,1.282583007812500000e+02,1.300122070312500000e+02,1.317651367187500000e+02,1.335522460937500000e+02,1.354360351562500000e+02,1.374096679687500000e+02,1.395815429687500000e+02,1.417573242187500000e+02,1.438842773437500000e+02,1.456791992187500000e+02,1.475209960937500000e+02,1.482714843750000000e+02,1.496728515625000000e+02,1.502045898437500000e+02,1.509169921875000000e+02
8.390625000000000000e+00,9.690429687500000000e+00,1.179980468750000000e+01,1.391113281250000000e+01,1.630761718750000000e+01,1.842480468750000000e+01,2.051269531250000000e+01,2.292480468750000000e+01,2.527636718750000000e+01,2.757714843750000000e+01,2.977832031250000000e+01,3.205957031250000000e+01,3.414746093750000000e+01,3.634082031250000000e+01,3.802539062500000000e+01,3.826269531250000000e+01,3.796679687500000000e+01,3.812011718750000000e+01,3.837451171875000000e+01,3.927050781250000000e+01,3.989941406250000000e+01,4.157519531250000000e+01,4.357031250000000000e+01,4.532421875000000000e+01,4.703027343750000000e+01,4.870800781250000000e+01,5.046386718750000000e+01,5.224414062500000000e+01,5.401562500000000000e+01,5.581738281250000000e+01,5.756640625000000000e+01,5.938574218750000000e+01,6.112597656250000000e+01,6.289062500000000000e+01,6.459179687500000000e+01,6.632910156250000000e+01,6.806738281250000000e+01,6.980664062500000000e+01,7.152246093750000000e+01,7.325781250000000000e+01,7.454443359375000000e+01,7.624658203125000000e+01,7.828564453125000000e+01,8.025830078125000000e+01,8.216162109375000000e+01,8.410400390625000000e+01,8.604248046875000000e+01,8.805029296875000000e+01,9.016357421875000000e+01,9.209912109375000000e+01,9.402783203125000000e+01,9.602783203125000000e+01,9.787158203125000000e+01,9.966552734375000000e+01,1.015444335937500000e+02,1.037690429687500000e+02,1.061264648437500000e+02,1.082846679687500000e+02,1.105151367187500000e+02,1.126557617187500000e+02,1.147866210937500000e+02,1.168549804687500000e+02,1.187387695312500000e+02,1.208305664062500000e+02,1.230981445312500000e+02,1.247465820312500000e+02,1.265971679687500000e+02,1.284418945312500000e+02,1.300268554687500000e+02,1.318071289062500000e+02,1.335659179687500000e+02,1.353823242187500000e+02,1.373149414062500000e+02,1.393383789062500000e+02,1.415727539062500000e+02,1.438090820312500000e+02,1.459985351562500000e+02,1.475395507812500000e+02,1.494672851562500000e+02,1.495439453125000000e+02,1.510429687500000000e+02,1.516157226562500000e+02,1.523105468750000000e+02
1.048828125000000000e+01,1.179199218750000000e+01,1.409863281250000000e+01,1.623339843750000000e+01,1.881542968750000000e+01,2.092089843750000000e+01,2.298730468750000000e+01,2.550488281250000000e+01,2.788378906250000000e+01,3.016894531250000000e+01,3.230957031250000000e+01,3.460253906250000000e+01,3.662011718750000000e+01,3.884863281250000000e+01,4.030859375000000000e+01,4.031738281250000000e+01,3.965429687500000000e+01,3.936035156250000000e+01,3.917480468750000000e+01,4.012597656250000000e+01,4.083154296875000000e+01,4.264013671875000000e+01,4.476123046875000000e+01,4.664501953125000000e+01,4.845654296875000000e+01,5.021630859375000000e+01,5.204638671875000000e+01,5.389697265625000000e+01,5.574853515625000000e+01,5.760498046875000000e+01,5.935253906250000000e+01,6.119726562500000000e+01,6.292675781250000000e+01,6.471679687500000000e+01,6.636328125000000000e+01,6.817675781250000000e+01,6.996875000000000000e+01,7.170898437500000000e+01,7.338867187500000000e+01,7.511621093750000000e+01,7.622705078125000000e+01,7.819482421875000000e+01,8.050341796875000000e+01,8.251025390625000000e+01,8.432958984375000000e+01,8.632080078125000000e+01,8.824560546875000000e+01,9.031591796875000000e+01,9.249365234375000000e+01,9.429248046875000000e+01,9.619580078125000000e+01,9.827392578125000000e+01,9.995166015625000000e+01,1.016791992187500000e+02,1.035795898437500000e+02,1.059135742187500000e+02,1.083510742187500000e+02,1.105522460937500000e+02,1.128764648437500000e+02,1.149213867187500000e+02,1.170444335937500000e+02,1.190620117187500000e+02,1.208696289062500000e+02,1.229946289062500000e+02,1.253129882812500000e+02,1.267758789062500000e+02,1.286108398437500000e+02,1.304370117187500000e+02,1.318872070312500000e+02,1.336938476562500000e+02,1.354624023437500000e+02,1.373022460937500000e+02,1.393198242187500000e+02,1.414135742187500000e+02,1.436948242187500000e+02,1.459936523437500000e+02,1.482631835937500000e+02,1.495200195312500000e+02,1.515649414062500000e+02,1.509169921875000000e+02,1.525419921875000000e+02,1.532299804687500000e+02,1.538994140625000000e+02
1.252539062500000000e+01,1.379785156250000000e+01,1.602441406250000000e+01,1.827441406250000000e+01,2.075878906250000000e+01,2.316308593750000000e+01,2.537011718750000000e+01,2.779394531250000000e+01,3.021582031250000000e+01,3.256933593750000000e+01,3.465136718750000000e+01,3.695605468750000000e+01,3.892871093750000000e+01,4.123339843750000000e+01,4.250000000000000000e+01,4.230761718750000000e+01,4.132617187500000000e+01,4.067675781250000000e+01,3.997705078125000000e+01,4.096093750000000000e+01,4.172998046875000000e+01,4.343896484375000000e+01,4.538232421875000000e+01,4.709130859375000000e+01,4.874755859375000000e+01,5.040087890625000000e+01,5.213720703125000000e+01,5.389892578125000000e+01,5.564990234375000000e+01,5.739892578125000000e+01,5.907958984375000000e+01,6.081298828125000000e+01,6.250341796875000000e+01,6.421630859375000000e+01,6.585888671875000000e+01,6.754931640625000000e+01,6.927197265625000000e+01,7.099951171875000000e+01,7.268603515625000000e+01,7.437451171875000000e+01,7.590771484375000000e+01,7.780029296875000000e+01,8.001318359375000000e+01,8.216162109375000000e+01,8.421240234375000000e+01,8.630810546875000000e+01,8.840576171875000000e+01,9.055224609375000000e+01,9.279638671875000000e+01,9.486279296875000000e+01,9.690966796875000000e+01,9.901513671875000000e+01,1.009750976562500000e+02,1.028676757812500000e+02,1.047739257812500000e+02,1.069848632812500000e+02,1.093266601562500000e+02,1.114907226562500000e+02,1.137153320312500000e+02,1.158598632812500000e+02,1.179926757812500000e+02,1.200551757812500000e+02,1.220551757812500000e+02,1.240805664062500000e+02,1.262543945312500000e+02,1.281352539062500000e+02,1.299809570312500000e+02,1.318198242187500000e+02,1.335219726562500000e+02,1.352475585937500000e+02,1.369809570312500000e+02,1.387416992187500000e+02,1.406040039062500000e+02,1.425551757812500000e+02,1.447036132812500000e+02,1.468637695312500000e+02,1.490141601562500000e+02,1.508510742187500000e+02,1.528383789062500000e+02,1.521298828125000000e+02,1.536132812500000000e+02,1.547729492187500000e+02,1.554228515625000000e+02
1.443652343750000000e+01,1.570703125000000000e+01,1.780273437500000000e+01,1.992382812500000000e+01,2.232226562500000000e+01,2.462695312500000000e+01,2.691796875000000000e+01,2.934570312500000000e+01,3.178515625000000000e+01,3.420898437500000000e+01,3.657421875000000000e+01,3.895117187500000000e+01,4.125488281250000000e+01,4.363964843750000000e+01,4.467187500000000000e+01,4.425878906250000000e+01,4.293945312500000000e+01,4.205371093750000000e+01,4.081396484375000000e+01,4.182080078125000000e+01,4.264599609375000000e+01,4.419970703125000000e+01,4.603564453125000000e+01,4.763330078125000000e+01,4.918115234375000000e+01,5.072021484375000000e+01,5.232666015625000000e+01,5.397314453125000000e+01,5.561181640625000000e+01,5.726025390625000000e+01,5.882177734375000000e+01,6.044970703125000000e+01,6.203369140625000000e+01,6.364208984375000000e+01,6.519091796875000000e+01,6.677685546875000000e+01,6.837646484375000000e+01,6.999951171875000000e+01,7.159619140625000000e+01,7.318994140625000000e+01,7.462646484375000000e+01,7.643994140625000000e+01,7.861181640625000000e+01,8.073681640625000000e+01,8.278955078125000000e+01,8.490869140625000000e+01,8.704736328125000000e+01,8.924853515625000000e+01,9.162548828125000000e+01,9.379541015625000000e+01,9.597705078125000000e+01,9.818798828125000000e+01,1.002524414062500000e+02,1.021665039062500000e+02,1.041225585937500000e+02,1.063745117187500000e+02,1.087397460937500000e+02,1.108666992187500000e+02,1.130190429687500000e+02,1.150678710937500000e+02,1.171166992187500000e+02,1.191040039062500000e+02,1.210249023437500000e+02,1.229653320312500000e+02,1.249848632812500000e+02,1.267006835937500000e+02,1.284038085937500000e+02,1.300913085937500000e+02,1.316469726562500000e+02,1.332290039062500000e+02,1.348012695312500000e+02,1.363920898437500000e+02,1.380737304687500000e+02,1.398334960937500000e+02,1.417788085937500000e+02,1.437309570312500000e+02,1.456323242187500000e+02,1.472407226562500000e+02,1.489663085937500000e+02,1.499448242187500000e+02,1.512163085937500000e+02,1.525649414062500000e+02,1.539106445312500000e+02
1.619335937500000000e+01,1.762695312500000000e+01,1.959960937500000000e+01,2.145703125000000000e+01,2.358984375000000000e+01,2.563281250000000000e+01,2.759179687500000000e+01,2.970703125000000000e+01,3.184765625000000000e+01,3.401367187500000000e+01,3.613085937500000000e+01,3.826171875000000000e+01,4.047656250000000000e+01,4.291601562500000000e+01,4.521484375000000000e+01,4.649316406250000000e+01,4.494140625000000000e+01,4.402050781250000000e+01,4.188623046875000000e+01,4.295166015625000000e+01,4.400341796875000000e+01,4.487451171875000000e+01,4.594775390625000000e+01,4.678857421875000000e+01,4.756396484375000000e+01,4.834765625000000000e+01,4.922509765625000000e+01,5.013476562500000000e+01,5.101953125000000000e+01,5.188769531250000000e+01,5.269482421875000000e+01,5.352246093750000000e+01,5.433105468750000000e+01,5.513867187500000000e+01,5.589062500000000000e+01,5.665820312500000000e+01,5.748535156250000000e+01,5.833837890625000000e+01,5.927587890625000000e+01,6.022851562500000000e+01,6.160058593750000000e+01,6.378417968750000000e+01,6.638378906250000000e+01,6.896191406250000000e+01,7.154003906250000000e+01,7.417089843750000000e+01,7.684863281250000000e+01,7.957128906250000000e+01,8.262011718750000000e+01,8.535253906250000000e+01,8.815527343750000000e+01,9.092871093750000000e+01,9.352832031250000000e+01,9.558691406250000000e+01,9.737304687500000000e+01,9.924902343750000000e+01,1.011513671875000000e+02,1.028076171875000000e+02,1.044404296875000000e+02,1.060048828125000000e+02,1.075986328125000000e+02,1.090996093750000000e+02,1.105361328125000000e+02,1.119130859375000000e+02,1.130966796875000000e+02,1.139375000000000000e+02,1.147397460937500000e+02,1.155439453125000000e+02,1.162495117187500000e+02,1.169697265625000000e+02,1.177207031250000000e+02,1.184741210937500000e+02,1.193022460937500000e+02,1.201694335937500000e+02,1.212260742187500000e+02,1.223168945312500000e+02,1.234731445312500000e+02,1.243574218750000000e+02,1.256660156250000000e+02,1.263833007812500000e+02,1.271962890625000000e+02,1.286533203125000000e+02,1.301425781250000000e+02
1.822851562500000000e+01,1.983398437500000000e+01,2.183398437500000000e+01,2.354492187500000000e+01,2.588867187500000000e+01,2.788671875000000000e+01,2.973437500000000000e+01,3.192578125000000000e+01,3.409179687500000000e+01,3.628515625000000000e+01,3.836523437500000000e+01,4.050781250000000000e+01,4.283007812500000000e+01,4.544726562500000000e+01,4.776562500000000000e+01,4.902832031250000000e+01,4.726757812500000000e+01,4.627832031250000000e+01,4.318701171875000000e+01,4.429541015625000000e+01,4.561376953125000000e+01,4.618994140625000000e+01,4.701904296875000000e+01,4.767626953125000000e+01,4.838574218750000000e+01,4.919921875000000000e+01,5.012890625000000000e+01,5.108447265625000000e+01,5.194238281250000000e+01,5.279394531250000000e+01,5.355957031250000000e+01,5.436132812500000000e+01,5.517578125000000000e+01,5.595654296875000000e+01,5.667187500000000000e+01,5.744140625000000000e+01,5.831103515625000000e+01,5.922998046875000000e+01,6.026318359375000000e+01,6.130468750000000000e+01,6.293066406250000000e+01,6.539746093750000000e+01,6.825097656250000000e+01,7.107324218750000000e+01,7.389746093750000000e+01,7.676074218750000000e+01,7.967285156250000000e+01,8.252246093750000000e+01,8.579394531250000000e+01,8.831542968750000000e+01,9.117675781250000000e+01,9.391503906250000000e+01,9.634667968750000000e+01,9.784082031250000000e+01,9.929980468750000000e+01,1.011933593750000000e+02,1.031074218750000000e+02,1.045761718750000000e+02,1.061757812500000000e+02,1.076884765625000000e+02,1.093320312500000000e+02,1.107382812500000000e+02,1.121376953125000000e+02,1.134248046875000000e+02,1.142998046875000000e+02,1.147827148437500000e+02,1.154833984375000000e+02,1.162788085937500000e+02,1.169697265625000000e+02,1.176904296875000000e+02,1.184755859375000000e+02,1.192485351562500000e+02,1.200913085937500000e+02,1.209516601562500000e+02,1.219975585937500000e+02,1.230971679687500000e+02,1.243452148437500000e+02,1.253579101562500000e+02,1.268735351562500000e+02,1.273432617187500000e+02,1.282177734375000000e+02,1.299882812500000000e+02,1.318222656250000000e+02
