8.784179687500000000e-01,1.967285156250000000e+00,3.388183593750000000e+00,5.696777343750000000e+00,7.952636718750000000e+00,1.024560546875000000e+01,1.244482421875000000e+01,1.466943359375000000e+01,1.683935546875000000e+01,1.904052734375000000e+01,2.127490234375000000e+01,2.345849609375000000e+01,2.534814453125000000e+01,2.682177734375000000e+01,2.795556640625000000e+01,2.905419921875000000e+01,2.996337890625000000e+01,3.084912109375000000e+01,3.212158203125000000e+01,3.420751953125000000e+01,3.639697265625000000e+01,3.853955078125000000e+01,4.066845703125000000e+01,4.287744140625000000e+01,4.514306640625000000e+01,4.739697265625000000e+01,4.963330078125000000e+01,5.189306640625000000e+01,5.410791015625000000e+01,5.628955078125000000e+01,5.841845703125000000e+01,6.060791015625000000e+01,6.291650390625000000e+01,6.493408203125000000e+01,6.683837890625000000e+01,6.889697265625000000e+01,7.089013671875000000e+01,7.300927734375000000e+01,7.513037109375000000e+01,7.729443359375000000e+01,7.947607421875000000e+01,8.172607421875000000e+01,8.404052734375000000e+01,8.640380859375000000e+01,8.868115234375000000e+01,9.095654296875000000e+01,9.315966796875000000e+01,9.535693359375000000e+01,9.747802734375000000e+01,9.968896484375000000e+01,1.017846679687500000e+02,1.039741210937500000e+02,1.061245117187500000e+02,1.083608398437500000e+02,1.105190429687500000e+02,1.124584960937500000e+02,1.143217773437500000e+02,1.160336914062500000e+02,1.172075195312500000e+02,1.178291015625000000e+02,1.184965820312500000e+02
1.531250000000000000e+00,2.104115758404415892e+00,3.470326695904415892e+00,5.720326695904415892e+00,7.907826695904415892e+00,1.011485794590441500e+01,1.224767044590441500e+01,1.440587357090441500e+01,1.649767044590441500e+01,1.860899857090441500e+01,2.077696732090441500e+01,2.291563919590441500e+01,2.477892044590441500e+01,2.627110794590441500e+01,2.742833450840441500e+01,2.852599075840441500e+01,2.935606888340441500e+01,3.022325638340441500e+01,3.144395950840441500e+01,3.352794388340441856e+01,3.568419388340441856e+01,3.776231888340441856e+01,3.981114700840441856e+01,4.195177200840441856e+01,4.414317825840441856e+01,4.631700638340441856e+01,4.847325638340441856e+01,5.066270950840441856e+01,5.281700638340441856e+01,5.494981888340441856e+01,5.702989700840441856e+01,5.921544388340441856e+01,6.156114700840441856e+01,6.365489700840441856e+01,6.564513138340441856e+01,6.778770950840441856e+01,6.986778763340441856e+01,7.206114700840441856e+01,7.423497513340441856e+01,7.642638138340441856e+01,7.862169388340441856e+01,8.088731888340441856e+01,8.321935013340441856e+01,8.559825638340441856e+01,8.789317825840441856e+01,9.018614700840441856e+01,9.241466263340441856e+01,9.464122513340441856e+01,9.679161575840441856e+01,9.903185013340441856e+01,1.011646626334044186e+02,1.033990376334044186e+02,1.055982563834044186e+02,1.078892720084044186e+02,1.101256001334044186e+02,1.121451313834044186e+02,1.140845845084044186e+02,1.158648579459044186e+02,1.171636860709044186e+02,1.178658345084044186e+02,1.184566548209044186e+02
3.512695312500000000e+00,3.641225133404415892e+00,3.605336600493824761e+00,5.282094412993824761e+00,6.702992850493824761e+00,8.290883475493824761e+00,9.821156912993824761e+00,1.144225066299382476e+01,1.300963347549382476e+01,1.461119597549382476e+01,1.617467253799382476e+01,1.757506316299382476e+01,1.879283660049382476e+01,1.985143035049382476e+01,2.091197722549382476e+01,2.223521941299382476e+01,2.347057097549382476e+01,2.484166472549382476e+01,2.606822722549382476e+01,2.746764128799382476e+01,2.903014128799382476e+01,3.054674285049382476e+01,3.214146941299382831e+01,3.374986785049382831e+01,3.543150847549382831e+01,3.714537566299382831e+01,3.884557097549382831e+01,4.055943816299382831e+01,4.223228972549382831e+01,4.388756316299382831e+01,4.551842253799382831e+01,4.709557097549382831e+01,4.874010222549382831e+01,5.010631316299382831e+01,5.146764128799382831e+01,5.286412566299382831e+01,5.429771941299382831e+01,5.580943816299382831e+01,5.735240691299382831e+01,5.897643035049382831e+01,6.061803191299382831e+01,6.228795378799382831e+01,6.402623503799382831e+01,6.581627410049382831e+01,6.755553191299382831e+01,6.928795378799382831e+01,7.097252410049382831e+01,7.265025847549382831e+01,7.427428191299382831e+01,7.595103972549382831e+01,7.755553191299382831e+01,7.922252410049382831e+01,8.084850066299382831e+01,8.253697722549382831e+01,8.416978972549382831e+01,8.558482878799382831e+01,8.682701628799382831e+01,8.801353972549382831e+01,8.945787566299382831e+01,9.108580535049382831e+01,9.271861785049382831e+01
5.688476562500000000e+00,5.351186070904415892e+00,4.653188162993824761e+00,5.658984615385223904e+00,6.846484615385223904e+00,8.224414302885223904e+00,9.539843990385223904e+00,1.093437524038522390e+01,1.228984399038522390e+01,1.369414086538522390e+01,1.504960961538522390e+01,1.627031274038522213e+01,1.741777367788522213e+01,1.855449242788522213e+01,1.976250024038522213e+01,2.115117211538522213e+01,2.253300805288522213e+01,2.403105492788522213e+01,2.530546899038522213e+01,2.653984399038522213e+01,2.791777367788522213e+01,2.926933617788522213e+01,3.070000024038522213e+01,3.208769555288522213e+01,3.353496117788522213e+01,3.502519555288522213e+01,3.650761742788522213e+01,3.799882836538522213e+01,3.945000024038522213e+01,4.088750024038522213e+01,4.230644555288522213e+01,4.365800805288522213e+01,4.507792992788522213e+01,4.629765649038522213e+01,4.753203149038522213e+01,4.877812524038522213e+01,5.004277367788522213e+01,5.139824242788522213e+01,5.278496117788522213e+01,5.425664086538522213e+01,5.576933617788522213e+01,5.727617211538522213e+01,5.884453149038522213e+01,6.045195336538522213e+01,6.201152367788522213e+01,6.356425805288522213e+01,6.507597680288522213e+01,6.657695336538522213e+01,6.803398461538522213e+01,6.952324242788522213e+01,7.095097680288522213e+01,7.242558617788522213e+01,7.385820336538522213e+01,7.533476586538522213e+01,7.677910180288522213e+01,7.808281274038522213e+01,7.930546899038522213e+01,8.046562524038522213e+01,8.213554711538522213e+01,8.397343774038522213e+01,8.581621117788522213e+01
7.799804687500000000e+00,6.967397008404415892e+00,5.574086600493824761e+00,6.281467254827690638e+00,7.000001577362055194e+00,8.106446889862056082e+00,9.125001577362056082e+00,1.024707188986205608e+01,1.138867345236205608e+01,1.259863438986205608e+01,1.382812657736205608e+01,1.502539220236205608e+01,1.624707188986205608e+01,1.752343907736205608e+01,1.885937657736205608e+01,2.027050938986205608e+01,2.169140782736205608e+01,2.315820470236205608e+01,2.438183751486205608e+01,2.557031407736205608e+01,2.687695470236205608e+01,2.813183751486205608e+01,2.942675938986205608e+01,3.062597813986205608e+01,3.185937657736205608e+01,3.312402501486205608e+01,3.438379063986205608e+01,3.564160313986205608e+01,3.685937657736205608e+01,3.806738438986205608e+01,3.927246251486205608e+01,4.044726720236205608e+01,4.169726720236205608e+01,4.282617345236205608e+01,4.397656407736205608e+01,4.515625157736205608e+01,4.632617345236205608e+01,4.758007970236205608e+01,4.882422032736205608e+01,5.017480626486205608e+01,5.159375157736205608e+01,5.298535313986205608e+01,5.445117345236205608e+01,5.594629063986205608e+01,5.740136876486205608e+01,5.884961095236205608e+01,6.026074376486205608e+01,6.166113438986205608e+01,6.302929845236205608e+01,6.441797032736205608e+01,6.575683751486205608e+01,6.713672032736205608e+01,6.847656407736205608e+01,6.985156407736205608e+01,7.120410313986205608e+01,7.246582188986205608e+01,7.378222813986205608e+01,7.505175938986205608e+01,7.687109532736205608e+01,7.876074376486205608e+01,8.065136876486205608e+01
1.005175781250000000e+01,8.712514195904415004e+00,6.543324881743824761e+00,7.098785597427317740e+00,7.482996355672019817e+00,8.433550090783219488e+00,9.374956340783219488e+00,1.042671415328321949e+01,1.151167509078321949e+01,1.265620634078321949e+01,1.381245634078321949e+01,1.492378446578321949e+01,1.608784696578322126e+01,1.737495634078322126e+01,1.876558134078322126e+01,2.023433134078322126e+01,2.174019071578322126e+01,2.328804227828322126e+01,2.453804227828322126e+01,2.564253446578322126e+01,2.688081571578322126e+01,2.807905790328322126e+01,2.932612821578322126e+01,3.046577665328322126e+01,3.162788602828322126e+01,3.282905790328322126e+01,3.402241727828322126e+01,3.520503446578322126e+01,3.635737821578322126e+01,3.750972196578322126e+01,3.867671415328322126e+01,3.978120634078322126e+01,4.094526884078322126e+01,4.200581571578322126e+01,4.311616727828322126e+01,4.422749540328322126e+01,4.535054227828322126e+01,4.652046415328322126e+01,4.769819852828322126e+01,4.897261259078322126e+01,5.030659696578322126e+01,5.161226102828322126e+01,5.299214384078322126e+01,5.439741727828322126e+01,5.577144071578322126e+01,5.713276884078322126e+01,5.846382352828322126e+01,5.978315946578322126e+01,6.107710477828322126e+01,6.237983915328322126e+01,6.364839384078322126e+01,6.495015165328322837e+01,6.622358915328322837e+01,6.753413602828322837e+01,6.884956571578322837e+01,7.010542509078322837e+01,7.142573759078322837e+01,7.272065946578322837e+01,7.462690946578322837e+01,7.664058134078322837e+01,7.866401884078322837e+01
1.272753906250000000e+01,1.087462357090441500e+01,7.857778006743824761e+00,8.248943777769969898e+00,8.455164324422019817e+00,9.118180787165911738e+00,9.996918989812851208e+00,1.106952669335332473e+01,1.218895683452156931e+01,1.334159010068981210e+01,1.441430581822555368e+01,1.545592717986914089e+01,1.675573186736914266e+01,1.822435905659492050e+01,1.975729852349180504e+01,2.130950847153638605e+01,2.290669778921284916e+01,2.444570279458096707e+01,2.551846698847125694e+01,2.618427525323315308e+01,2.747244947568981388e+01,2.872316033707785721e+01,3.004017436673028740e+01,3.111737332359367514e+01,3.228188098386976179e+01,3.352271123099404804e+01,3.471559669840201678e+01,3.586752403544186762e+01,3.701285238877773764e+01,3.815276652738968721e+01,3.932858843223377221e+01,4.028289615820500558e+01,4.137772087018097267e+01,4.246756462018097267e+01,4.365604118268097267e+01,4.470715753595295183e+01,4.588489191095295183e+01,4.703268301946528140e+01,4.823575052483339931e+01,4.955410989983339931e+01,5.092682371457026136e+01,5.219727896469803596e+01,5.358856923898234470e+01,5.499331127425843135e+01,5.638615510037038803e+01,5.773531931509429427e+01,5.907455035318221803e+01,6.038903222549815553e+01,6.169731961954212096e+01,6.296502464133402555e+01,6.426223474460600471e+01,6.552940836417400305e+01,6.680768802182991806e+01,6.810598474460600471e+01,6.944415297824610889e+01,7.074991519022206887e+01,7.211211679598645219e+01,7.345590745083053719e+01,7.561215745083053719e+01,7.796909386123526531e+01,8.003524631765145614e+01
1.542285156250000000e+01,1.304649857090441500e+01,9.150746756743824761e+00,9.429607840269969898e+00,9.433191668172019817e+00,1.007791914452786664e+01,1.064702298789542034e+01,1.160862526646265813e+01,1.272957034762330508e+01,1.390976747779976819e+01,1.495329637733961903e+01,1.591552666031496166e+01,1.715673759781495988e+01,1.862646416031495988e+01,2.030224541031495988e+01,2.208154228531495988e+01,2.396044853531495988e+01,2.554315647141034873e+01,2.658359595332466796e+01,2.700863928710462503e+01,2.785951065475518718e+01,2.904994034225518718e+01,3.032923721725518718e+01,3.149525284225518718e+01,3.268177627975518362e+01,3.393372940475518362e+01,3.517396377975518362e+01,3.637415909225518362e+01,3.752756768971185153e+01,3.865632322786365904e+01,3.985562328755182193e+01,4.082428500259516113e+01,4.177030632097436325e+01,4.280643913347436325e+01,4.395682975847436325e+01,4.502909538347436325e+01,4.617167350847436325e+01,4.732011100847436325e+01,4.848905632097436325e+01,4.973026725847436325e+01,5.101249382097436325e+01,5.224100944597436325e+01,5.353788444597436325e+01,5.484940788347436325e+01,5.616093132097436325e+01,5.745194694597436325e+01,5.872636100847436325e+01,5.999296257097436325e+01,6.125761100847436325e+01,6.250272819597436325e+01,6.374686882097436325e+01,6.498222038347435614e+01,6.621171257097435614e+01,6.747929069597435614e+01,6.877811882097435614e+01,7.007987663347435614e+01,7.149003288347435614e+01,7.290800163347435614e+01,7.500175163347435614e+01,7.733768913347435614e+01,7.973026725847435614e+01
1.813964843750000000e+01,1.522618607090441500e+01,1.046617644424382476e+01,1.060245940276996990e+01,1.035994948067201982e+01,1.099794163513365675e+01,1.157637785075326597e+01,1.224906178902119258e+01,1.326590678486862984e+01,1.443380817571744501e+01,1.550766307512952480e+01,1.645175508356501837e+01,1.768329361328132876e+01,1.918036392578132876e+01,2.087762955078132876e+01,2.269891861328132876e+01,2.462079361328132876e+01,2.654559830078132876e+01,2.775424623055031503e+01,2.809457678710462503e+01,2.869078002828668517e+01,2.954441353180125773e+01,3.081882759430125773e+01,3.197823232806912941e+01,3.316475576556912586e+01,3.441475576556912586e+01,3.565596670306912586e+01,3.686299795306912586e+01,3.804463857806912586e+01,3.918208707225381460e+01,4.032741542558967751e+01,4.132784170306912586e+01,4.232964904848058296e+01,4.327290823099577466e+01,4.445650198099577466e+01,4.551191224991196549e+01,4.667532835842429506e+01,4.781652541549228630e+01,4.898015466274434715e+01,5.023503747524434715e+01,5.154070153774434715e+01,5.279959572498880505e+01,5.412064290143313627e+01,5.543961498834521251e+01,5.674561415411719167e+01,5.802675409711308419e+01,5.930119690692902878e+01,6.056456242597298711e+01,6.182563971674496628e+01,6.306404786353687086e+01,6.431330825483289004e+01,6.555054354017286755e+01,6.677760869508082919e+01,6.804162758088095586e+01,6.936444842316115000e+01,7.064670373297708750e+01,7.204318810797708750e+01,7.345334435797708750e+01,7.559592248297708750e+01,7.797287560797708750e+01,8.038889123297708750e+01
2.089160156250000000e+01,1.744493607090441500e+01,1.182848113174382476e+01,1.172160002776996990e+01,1.128963698067201982e+01,1.186669459448944863e+01,1.244391975994286703e+01,1.312317393459883874e+01,1.387319767705904461e+01,1.485275383874234656e+01,1.588400383874234656e+01,1.688205071374234478e+01,1.811642571374234478e+01,1.964376946374234478e+01,2.138986321374234478e+01,2.324240227624234478e+01,2.522287102624234478e+01,2.716330071374234478e+01,2.871798821374234478e+01,2.913070959960462503e+01,2.967037529752230185e+01,3.026934067456837241e+01,3.122379213711930745e+01,3.232242494961930390e+01,3.343961244961930390e+01,3.462711244961930390e+01,3.579996401211930390e+01,3.692594057461930390e+01,3.802750307461930390e+01,3.911832338711930390e+01,4.018472963711930390e+01,4.112320619961930390e+01,4.209244448086930390e+01,4.311295229336930390e+01,4.429263979336930390e+01,4.537174135586930390e+01,4.651529604336930390e+01,4.761392885586930390e+01,4.869010073086930390e+01,4.984537416836930390e+01,5.106314760586930390e+01,5.223697573086930390e+01,5.348111635586930390e+01,5.473502260586930390e+01,5.600162416836930390e+01,5.723990541836930390e+01,5.847135073086930390e+01,5.969888979336930390e+01,6.093814760586930390e+01,6.215396791836930390e+01,6.339517885586930390e+01,6.462174135586930390e+01,6.584830385586930390e+01,6.709342104336930390e+01,6.838834291836930390e+01,6.969010073086930390e+01,7.108560854336930390e+01,7.251334291836930390e+01,7.468131166836930390e+01,7.708365541836930390e+01,7.953092104336930390e+01
